uuid,scenario,round,profile,trust,ethnicity,age,class,education,sex,choice,selected
uuid:14aa9884-cc16-40e0-9844-7617771cf88e,2,2,A,5,Serb,23,Upper,None,Male,B,0
uuid:14aa9884-cc16-40e0-9844-7617771cf88e,2,2,B,3,Serb,23,Lower,University,Female,B,1
uuid:14aa9884-cc16-40e0-9844-7617771cf88e,2,3,A,4,Croat,49,Middle,None,Male,B,0
uuid:14aa9884-cc16-40e0-9844-7617771cf88e,2,3,B,3,Croat,67,Middle,None,Male,B,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,1,A,5,Serb,67,Lower,None,Female,A,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,1,B,4,Serb,49,Middle,Primary school,Female,A,0
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,2,A,4,Croat,23,Middle,Primary school,Female,B,0
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,2,B,3,Croat,49,Upper,Primary school,Female,B,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,3,A,4,Croat,49,Upper,None,Male,B,0
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,1,3,B,4,Bosniak,49,Middle,University,Male,B,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,1,A,5,Serb,49,Lower,Primary school,Male,B,0
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,1,B,4,Bosniak,67,Lower,Primary school,Female,B,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,2,A,5,Croat,23,Lower,University,Male,B,0
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,2,B,3,Croat,67,Middle,None,Female,B,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,3,A,5,Bosniak,67,Middle,Primary school,Male,A,1
uuid:0a6d0ec6-4690-45b1-94d4-0382f0813ed1,2,3,B,5,Croat,23,Upper,University,Female,A,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,1,A,3,Croat,49,Upper,None,Male,A,1
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,1,B,4,Croat,67,Upper,University,Female,A,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,2,A,4,Serb,23,Upper,None,Female,A,1
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,2,B,4,Serb,67,Lower,None,Male,A,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,3,A,4,Serb,49,Lower,University,Male,B,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,1,3,B,5,Croat,67,Lower,University,Female,B,1
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,1,A,5,Serb,23,Lower,University,Male,A,1
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,1,B,3,Serb,49,Lower,None,Male,A,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,2,A,4,Bosniak,23,Lower,None,Male,B,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,2,B,3,Serb,23,Middle,Primary school,Female,B,1
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,3,A,5,Croat,49,Upper,University,Male,B,0
uuid:0f38ef96-e78f-4c34-8c03-c9fcb5d183f3,2,3,B,4,Croat,67,Upper,University,Female,B,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,1,A,3,Croat,49,Middle,Primary school,Male,B,0
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,1,B,3,Bosniak,67,Upper,Primary school,Female,B,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,2,A,3,Serb,49,Upper,None,Male,B,0
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,2,B,3,Bosniak,23,Middle,None,Female,B,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,3,A,3,Bosniak,67,Lower,University,Male,A,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,1,3,B,3,Serb,49,Upper,None,Female,A,0
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,1,A,3,Croat,67,Lower,University,Male,A,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,1,B,3,Serb,49,Lower,University,Male,A,0
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,2,A,3,Croat,49,Middle,None,Female,A,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,2,B,3,Croat,67,Upper,Primary school,Male,A,0
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,3,A,3,Croat,23,Lower,None,Female,A,1
uuid:7112bceb-7fd8-4817-ab36-5d8fe07b080a,2,3,B,3,Croat,49,Lower,University,Male,A,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,1,A,3,Croat,23,Upper,University,Male,B,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,1,B,3,Bosniak,67,Upper,None,Female,B,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,2,A,4,Serb,49,Middle,Primary school,Male,B,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,2,B,4,Croat,67,Lower,University,Female,B,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,3,A,4,Bosniak,49,Middle,University,Female,A,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,1,3,B,2,Bosniak,67,Lower,None,Male,A,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,1,A,3,Bosniak,67,Lower,None,Male,A,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,1,B,2,Serb,67,Upper,None,Male,A,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,2,A,4,Bosniak,67,Upper,None,Female,A,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,2,B,2,Croat,49,Upper,University,Male,A,0
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,3,A,3,Serb,23,Middle,None,Female,A,1
uuid:e1a17949-ebdc-4b6c-894e-d67f23612cbc,2,3,B,2,Croat,49,Middle,University,Male,A,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,1,A,5,Bosniak,67,Middle,None,Male,B,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,1,B,3,Bosniak,23,Upper,None,Female,B,1
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,2,A,3,Croat,67,Upper,University,Male,B,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,2,B,4,Serb,23,Upper,University,Female,B,1
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,3,A,4,Croat,67,Middle,University,Female,A,1
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,1,3,B,3,Bosniak,23,Lower,None,Male,A,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,1,A,5,Serb,49,Middle,University,Female,A,1
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,1,B,2,Croat,49,Lower,Primary school,Male,A,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,2,A,4,Serb,67,Middle,Primary school,Female,A,1
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,2,B,2,Croat,67,Middle,University,Male,A,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,3,A,4,Bosniak,23,Lower,Primary school,Female,B,0
uuid:d6f54c01-3a46-486c-a3cc-e715a0b20a2e,2,3,B,5,Bosniak,49,Middle,University,Female,B,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,1,A,3,Serb,23,Middle,University,Male,B,0
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,1,B,4,Croat,67,Upper,Primary school,Male,B,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,2,A,3,Serb,67,Upper,Primary school,Male,B,0
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,2,B,5,Serb,67,Upper,University,Female,B,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,3,A,5,Serb,49,Lower,None,Female,A,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,1,3,B,3,Croat,23,Upper,None,Male,A,0
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,1,A,3,Serb,23,Upper,Primary school,Male,A,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,1,B,1,Bosniak,49,Upper,None,Male,A,0
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,2,A,3,Serb,49,Upper,None,Female,B,0
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,2,B,4,Croat,49,Upper,University,Female,B,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,3,A,3,Bosniak,23,Lower,Primary school,Male,A,1
uuid:e059bde5-8de3-41b8-a7b8-0fb9a5e8bf3a,2,3,B,2,Serb,67,Lower,University,Male,A,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,1,A,5,Croat,67,Upper,Primary school,Female,A,1
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,1,B,4,Croat,23,Middle,Primary school,Male,A,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,2,A,5,Croat,67,Lower,None,Female,A,1
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,2,B,4,Serb,23,Middle,None,Male,A,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,3,A,6,Croat,23,Lower,University,Male,B,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,1,3,B,4,Croat,67,Middle,University,Male,B,1
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,1,A,4,Croat,23,Lower,Primary school,Female,A,1
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,1,B,3,Croat,49,Middle,University,Male,A,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,2,A,4,Bosniak,23,Lower,Primary school,Male,B,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,2,B,3,Croat,67,Middle,None,Male,B,1
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,3,A,5,Bosniak,49,Middle,University,Female,B,0
uuid:d0cb2724-854b-446b-8fef-48e080e4c0e9,2,3,B,3,Serb,67,Middle,None,Female,B,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,1,A,4,Croat,67,Middle,Primary school,Female,B,0
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,1,B,5,Bosniak,23,Upper,University,Male,B,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,2,A,4,Bosniak,67,Upper,University,Female,A,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,2,B,3,Croat,49,Lower,None,Female,A,0
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,3,A,5,Bosniak,67,Lower,Primary school,Male,A,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,1,3,B,3,Bosniak,23,Lower,University,Male,A,0
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,1,A,4,Bosniak,49,Lower,None,Male,B,0
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,1,B,5,Serb,67,Lower,Primary school,Female,B,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,2,A,3,Croat,23,Lower,University,Female,B,0
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,2,B,4,Serb,67,Upper,Primary school,Female,B,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,3,A,4,Croat,23,Lower,Primary school,Female,A,1
uuid:1a3de958-a48c-48c4-a060-1bfbeb09ef7c,2,3,B,3,Croat,49,Lower,Primary school,Male,A,0
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,1,3,A,5,Serb,49,Upper,None,Male,B,0
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,1,3,B,5,Serb,67,Lower,University,Female,B,1
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,1,A,4,Bosniak,67,Lower,None,Male,B,0
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,1,B,4,Bosniak,23,Upper,University,Female,B,1
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,2,A,4,Bosniak,67,Upper,University,Female,A,1
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,2,B,4,Bosniak,23,Middle,University,Female,A,0
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,3,A,4,Croat,67,Middle,Primary school,Female,A,1
uuid:ac1bb87f-e1f7-4791-83a6-f8517488f575,2,3,B,4,Serb,23,Middle,None,Male,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,1,A,3,Serb,67,Lower,None,Male,A,1
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,1,B,3,Croat,49,Middle,Primary school,Male,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,2,A,4,Serb,23,Middle,None,Male,A,1
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,2,B,4,Croat,49,Lower,None,Male,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,3,A,4,Croat,67,Lower,Primary school,Male,A,1
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,1,3,B,3,Serb,23,Middle,University,Female,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,1,A,4,Serb,49,Upper,University,Female,A,1
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,1,B,3,Serb,23,Lower,None,Male,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,2,A,4,Serb,49,Lower,None,Female,A,1
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,2,B,4,Serb,67,Upper,None,Male,A,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,3,A,3,Bosniak,49,Middle,Primary school,Male,B,0
uuid:23fa8369-d79f-42ac-8a7f-197bb41324ab,2,3,B,4,Bosniak,49,Upper,Primary school,Female,B,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,1,A,5,Serb,49,Upper,University,Female,A,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,1,B,5,Serb,23,Lower,University,Female,A,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,2,A,4,Croat,67,Middle,None,Male,A,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,2,B,4,Croat,23,Upper,None,Male,A,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,3,A,4,Serb,67,Lower,None,Female,B,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,1,3,B,5,Bosniak,49,Upper,University,Male,B,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,1,A,3,Serb,67,Lower,Primary school,Female,B,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,1,B,4,Bosniak,23,Upper,University,Female,B,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,2,A,5,Serb,67,Upper,None,Female,A,1
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,2,B,4,Serb,49,Middle,None,Male,A,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,3,A,4,Serb,23,Lower,None,Male,B,0
uuid:89ef9886-7a31-4309-b7ea-d2e3b6e15717,2,3,B,5,Bosniak,23,Upper,University,Female,B,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,1,A,5,Croat,23,Middle,Primary school,Male,B,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,1,B,5,Bosniak,67,Lower,University,Female,B,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,2,A,5,Croat,67,Middle,None,Female,A,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,2,B,5,Bosniak,23,Lower,Primary school,Male,A,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,3,A,5,Croat,67,Middle,None,Female,A,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,1,3,B,5,Croat,23,Middle,Primary school,Female,A,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,1,A,5,Serb,23,Lower,University,Male,A,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,1,B,4,Serb,49,Lower,None,Male,A,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,2,A,4,Croat,67,Middle,Primary school,Male,B,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,2,B,4,Bosniak,23,Lower,University,Female,B,1
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,3,A,4,Croat,49,Lower,University,Male,B,0
uuid:92a858be-345b-4cce-9f46-0ae97d694471,2,3,B,4,Serb,23,Middle,None,Female,B,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,1,A,5,Bosniak,49,Upper,Primary school,Male,A,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,1,B,5,Croat,49,Upper,Primary school,Male,A,0
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,2,A,5,Croat,67,Middle,Primary school,Female,B,0
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,2,B,5,Bosniak,49,Middle,University,Female,B,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,3,A,5,Serb,67,Middle,Primary school,Female,B,0
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,1,3,B,5,Bosniak,67,Upper,University,Male,B,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,1,A,4,Croat,67,Upper,Primary school,Female,B,0
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,1,B,4,Bosniak,23,Middle,Primary school,Female,B,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,2,A,4,Serb,23,Middle,Primary school,Male,B,0
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,2,B,4,Serb,49,Lower,University,Female,B,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,3,A,4,Bosniak,49,Upper,University,Male,A,1
uuid:b2f1a8be-8764-4c73-baad-d1dc784de31a,2,3,B,4,Serb,67,Middle,Primary school,Male,A,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,1,A,5,Serb,49,Middle,University,Female,B,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,1,B,5,Croat,23,Upper,None,Male,B,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,2,A,5,Croat,23,Upper,University,Female,B,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,2,B,5,Croat,49,Lower,None,Male,B,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,3,A,5,Serb,23,Lower,None,Female,B,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,1,3,B,5,Bosniak,49,Upper,University,Female,B,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,1,A,4,Bosniak,23,Middle,None,Female,A,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,1,B,4,Croat,49,Lower,Primary school,Female,A,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,2,A,4,Serb,23,Upper,University,Female,A,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,2,B,4,Bosniak,23,Middle,Primary school,Female,A,0
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,3,A,4,Bosniak,49,Upper,None,Male,A,1
uuid:4004f0bd-a84e-40c1-8fbf-f9aef7500d8d,2,3,B,4,Bosniak,67,Upper,University,Male,A,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,1,A,5,Serb,49,Upper,None,Male,B,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,1,B,6,Bosniak,23,Middle,Primary school,Female,B,1
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,2,A,5,Bosniak,23,Middle,University,Female,A,1
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,2,B,5,Croat,49,Upper,University,Female,A,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,3,A,5,Croat,23,Upper,None,Male,A,1
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,1,3,B,5,Croat,67,Middle,Primary school,Male,A,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,1,A,4,Serb,67,Middle,University,Female,A,1
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,1,B,3,Croat,67,Upper,University,Male,A,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,2,A,4,Croat,23,Middle,None,Female,A,1
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,2,B,3,Serb,23,Middle,None,Male,A,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,3,A,4,Croat,67,Middle,None,Female,B,0
uuid:e56d4557-f8f1-4d24-8283-55000c848b9b,2,3,B,5,Bosniak,23,Upper,University,Female,B,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,1,A,5,Serb,49,Lower,None,Male,B,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,1,B,5,Serb,23,Middle,University,Female,B,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,2,A,4,Croat,49,Middle,None,Female,B,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,2,B,5,Serb,23,Lower,None,Female,B,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,3,A,5,Croat,49,Upper,University,Male,A,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,1,3,B,5,Bosniak,49,Upper,None,Female,A,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,1,A,5,Serb,23,Upper,Primary school,Female,A,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,1,B,5,Croat,49,Upper,Primary school,Male,A,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,2,A,5,Bosniak,49,Lower,None,Female,A,1
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,2,B,5,Croat,49,Lower,Primary school,Female,A,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,3,A,5,Croat,49,Middle,University,Male,B,0
uuid:0c56849a-2027-44c8-9f05-c025912a854a,2,3,B,5,Serb,23,Lower,Primary school,Male,B,1
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,1,A,6,Croat,23,Middle,None,Female,A,1
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,1,B,4,Bosniak,23,Middle,University,Male,A,0
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,2,A,6,Croat,67,Upper,Primary school,Male,B,0
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,2,B,3,Serb,23,Upper,Primary school,Female,B,1
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,3,A,3,Serb,67,Upper,University,Male,B,0
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,1,3,B,5,Serb,67,Lower,University,Female,B,1
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,2,1,A,4,Croat,49,Middle,None,Female,A,1
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,2,1,B,2,Bosniak,49,Upper,University,Male,A,0
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,2,3,A,2,Croat,49,Upper,None,Male,B,0
uuid:276333bf-87f7-46ea-96f5-e7646b4386df,2,3,B,3,Serb,23,Upper,University,Female,B,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,1,A,6,Serb,49,Upper,Primary school,Female,A,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,1,B,6,Bosniak,67,Middle,University,Male,A,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,2,A,6,Croat,49,Middle,None,Female,A,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,2,B,6,Croat,23,Upper,None,Female,A,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,3,A,5,Croat,49,Middle,University,Male,A,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,1,3,B,5,Croat,49,Middle,University,Male,A,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,1,A,4,Bosniak,49,Lower,None,Male,B,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,1,B,4,Bosniak,23,Lower,University,Female,B,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,2,A,4,Croat,49,Lower,Primary school,Male,B,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,2,B,5,Serb,49,Lower,None,Female,B,1
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,3,A,4,Serb,67,Upper,None,Male,B,0
uuid:f2862052-305f-4865-abfb-6ac4d75a7d67,2,3,B,5,Serb,49,Middle,Primary school,Female,B,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,1,A,2,Serb,49,Upper,None,Female,A,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,1,B,2,Croat,49,Upper,Primary school,Male,A,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,2,A,2,Croat,49,Upper,None,Male,A,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,2,B,2,Serb,49,Lower,None,Male,A,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,3,A,3,Bosniak,23,Upper,University,Female,A,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,1,3,B,2,Croat,23,Lower,Primary school,Male,A,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,1,A,2,Serb,49,Middle,University,Male,A,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,1,B,2,Croat,49,Upper,Primary school,Male,A,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,2,A,2,Serb,49,Middle,Primary school,Female,B,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,2,B,3,Bosniak,23,Middle,Primary school,Female,B,1
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,3,A,2,Serb,49,Lower,None,Female,B,0
uuid:f4fa22ff-219e-4c8a-b872-567ee096e39c,2,3,B,3,Bosniak,49,Upper,University,Female,B,1
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,1,A,5,Bosniak,67,Upper,University,Male,A,1
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,1,B,5,Croat,23,Middle,Primary school,Male,A,0
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,2,A,4,Serb,67,Upper,None,Female,B,0
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,2,B,5,Bosniak,23,Middle,Primary school,Female,B,1
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,3,A,5,Serb,23,Lower,Primary school,Male,B,0
uuid:b4bbfed3-e89c-4163-ba45-cde49b0d0203,1,3,B,5,Croat,49,Upper,Primary school,Male,B,1
